UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,CAR,BA,PMECH,TUR,AMS,ECM2,ECM6,PRB,IF,APC,ART,STL,MHQ,,,,,,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
BattleArmor,Kage Light Battle Armor,Kage Light Battle Armor [TAG],,Kage Light Battle Armor,[TAG],,11,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,6,5,11,13,AM CAR4 LTAG MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Kobold Battle Armor,Kobold Battle Armor [MicroGL/Flamer],,Kobold Battle Armor,[MicroGL/Flamer],,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Grenade Launcher (Micro),4,1,1/2/2,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x1,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Kobold Battle Armor,Kobold Battle Armor [MicroGL/SPL],,Kobold Battle Armor,[MicroGL/SPL],,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Grenade Launcher (Micro),4,1,1/2/2,Small Pulse Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,4x1,4x3,,,,,,,,,,,,,,,,,
BattleArmor,Kobold Battle Armor,Kobold Battle Armor [MicroGL/TAG],,Kobold Battle Armor,[MicroGL/TAG],,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,AM CAR4 LTAG MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Grenade Launcher (Micro),4,1,1/2/2,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Kobold Battle Armor,Kobold Battle Armor [SL/Flamer],,Kobold Battle Armor,[SL/Flamer],,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Small Laser,4,3,1/2/3,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x3,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Phalanx Battle Armor,Phalanx Battle Armor (A),,Phalanx Battle Armor,(A),,11,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,11,13,CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,SRM 4,12,2,3/6/9,Gauss Rifle [King David],4,1,3/6/9,,,,,,,,,,,,,,,,,,,,,12x2,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Raiden Battle Armor,Raiden Battle Armor (Anti-Infantry),,Raiden Battle Armor,(Anti-Infantry),,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,AM CAR4 HT1/-/- MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Resgate PA(L),Resgate PA(L) (Scout),,Resgate PA(L),(Scout),,9,,BattleArmor,,,,,,,,3J,0,,2,SS,+1,5,4,11,13,CAR4 FR RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Rogue Bear Heavy Battle Armor,Rogue Bear Heavy Battle Armor (Hybrid),,Rogue Bear Heavy Battle Armor,(Hybrid),,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,CAR4 LMAS MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Machine Gun (Medium),10,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,10x2,,,,,,,,,,,,,,,,,,
BattleArmor,Rogue Bear Heavy Battle Armor,Rogue Bear Heavy Battle Armor HR,,Rogue Bear Heavy Battle Armor,HR,,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,11,13,CAR4 LMAS MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Machine Gun (Medium),5,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,5x2,,,,,,,,,,,,,,,,,,
BattleArmor,Rottweiler Battle Armor,Rottweiler Battle Armor (Firedrake),,Rottweiler Battle Armor,(Firedrake),,11,,BattleArmor,,,,,,,,5F,1,A,2,SS,+2,6,5,11,13,CAR4 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Needler (Firedrake),16,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,16x1,,,,,,,,,,,,,,,,,,
BattleArmor,Se'irim Medium Battle Armor,Se'irim Medium Battle Armor (Anti-Infantry),,Se'irim Medium Battle Armor,(Anti-Infantry),,11,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,11,13,AM CAR4 HT1/-/-MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Tengu Heavy Battle Armor,Tengu Heavy Battle Armor (Support)[LRR],,Tengu Heavy Battle Armor,(Support)[LRR],,11,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,6,5,11,13,CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Light),4,2,2/4/6,SRM 3 (OS),12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,12x2,,,,,,,,,,,,,,,,,
BattleArmor,Trinity Medium Battle Armor,Trinity Medium Battle Armor (Asterion)[PPC],,Trinity Medium Battle Armor,(Asterion)[PPC],,11,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,11,13,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,4,2,2/5/7,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Trinity Medium Battle Armor,Trinity Medium Battle Armor (Theseus RL)[LRR],,Trinity Medium Battle Armor,(Theseus RL)[LRR],,11,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,11,13,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Light),4,2,2/4/6,Rocket Launcher 1,4,1,3/7/12,,,,,,,,,,,,,,,,,,,,,4x2,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Black Wolf Battle Armor,Black Wolf Battle Armor [ERSPL],,Black Wolf Battle Armor,[ERSPL],,10,,BattleArmor,,,,,,,,1J,1,A,2,SS,0,5,4,12,14,CAR4 MEC RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Small Pulse Laser,5,5,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,5x5,,,,,,,,,,,,,,,,,,
BattleArmor,Black Wolf Battle Armor,Black Wolf Battle Armor [LBX],,Black Wolf Battle Armor,[LBX],,10,,BattleArmor,,,,,,,,1J,1,A,2,SS,0,5,4,12,14,CAR4 FLK1/1/- MEC RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Battle Armor LB-X AC,5,1,2/5/8,,,,,,,,,,,,,,,,,,,,,,,,,5x1,,,,,,,,,,,,,,,,,,
BattleArmor,Constable Pacification Suit,Constable Pacification Suit [ECM],,Constable Pacification Suit,[ECM],,10,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,12,14,AM CAR4 LECM MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,Grenade Launcher (Heavy),10,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,10x1,,,,,,,,,,,,,,,,,,
BattleArmor,Constable Pacification Suit,Constable Pacification Suit [TAG],,Constable Pacification Suit,[TAG],,10,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,12,14,AM CAR4 LTAG MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Grenade Launcher (Heavy),10,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,10x1,,,,,,,,,,,,,,,,,,
BattleArmor,Elemental Battle Armor,Elemental Battle Armor (Space) [MicroPL],,Elemental Battle Armor,(Space) [MicroPL],,10,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,12,14,AM CAR4 MEC SOA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Micro Pulse Laser,5,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,5x3,,,,,,,,,,,,,,,,,,
BattleArmor,Fa Shih Battle Armor,Fa Shih Battle Armor [Flamer],,Fa Shih Battle Armor,[Flamer],,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,12,14,AM CAR4 HT1/-/- MDS2 MSW XMEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Fa Shih Battle Armor,Fa Shih Battle Armor [Laser],,Fa Shih Battle Armor,[Laser],,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,12,14,AM CAR4 MDS2 MSW XMEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Fusilier Battle Armor,Fusilier Battle Armor (Upgrade),,Fusilier Battle Armor,(Upgrade),,12,,BattleArmor,,,,,,,,1J,2,AA,2,SS,0,6,5,12,14,CAR4 RFA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Plasma Rifle (Man-Portable),4,2,2/4/6,Machine Gun (Light),4,1,2/4/6,,,,,,,,,,,,,,,,,,,,,4x2,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Scout Suit,Gray Death Scout Suit,,Gray Death Scout Suit,,,12,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,12,14,CAR4 MEC RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Scout Suit,Gray Death Scout Suit 'The Willow Wisps',,Gray Death Scout Suit,The Willow Wisps',,12,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,6,5,12,14,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Micro Pulse Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Grenadier Battle Armor,Grenadier Battle Armor [Flamer],,Grenadier Battle Armor,[Flamer],,12,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,12,14,CAR4 HT1/-/- STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Flamer [BA],4,2,1/2/3,SRM 4,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,12x2,,,,,,,,,,,,,,,,,
BattleArmor,Kage Light Battle Armor,Kage Light Battle Armor (DEST),,Kage Light Battle Armor,(DEST),,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,12,14,AM CAR4 LECM MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2, STL",,,,Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Kanazuchi Assault Battle Armor,Kanazuchi Assault Battle Armor (Upgrade) [Battle Claw],,Kanazuchi Assault Battle Armor,(Upgrade) [Battle Claw],,12,,BattleArmor,,,,,,,,1F,2,AA,2,SS,0,6,5,12,14,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,8,2,2/5/7,MRM 1,2,5,3/8/15,,,,,,,,,,,,,,,,,,,,,8x2,2x5,,,,,,,,,,,,,,,,,
BattleArmor,Kanazuchi Assault Battle Armor,Kanazuchi Assault Battle Armor [Battle Claw],,Kanazuchi Assault Battle Armor,[Battle Claw],,12,,BattleArmor,,,,,,,,1F,2,AA,2,SS,0,6,5,12,14,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Laser,4,5,3/6/9,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x5,16x2,,,,,,,,,,,,,,,,,
BattleArmor,Kanazuchi Assault Battle Armor,Kanazuchi Assault Battle Armor [Industrial Drill],,Kanazuchi Assault Battle Armor,[Industrial Drill],,12,,BattleArmor,,,,,,,,1F,2,AA,2,SS,0,6,5,12,14,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Laser,4,5,3/6/9,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x5,16x2,,,,,,,,,,,,,,,,,
BattleArmor,Kanazuchi Assault Battle Armor,Kanazuchi Assault Battle Armor [Salvage Arm],,Kanazuchi Assault Battle Armor,[Salvage Arm],,12,,BattleArmor,,,,,,,,1F,2,AA,2,SS,0,6,5,12,14,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Laser,4,5,3/6/9,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x5,16x2,,,,,,,,,,,,,,,,,
BattleArmor,Kobold Battle Armor,Kobold Battle Armor [SL/TAG],,Kobold Battle Armor,[SL/TAG],,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,12,14,AM CAR4 LTAG MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Longinus Battle Armor,Longinus Battle Armor 'Hacked' [MG],,Longinus Battle Armor,Hacked' [MG],,12,,BattleArmor,,,,,,,,2J,1,A,2,SS,0,6,5,12,14,AM CAR4 C3I MEC MHQ2,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Marauder Battle Armor,Marauder Battle Armor,,Marauder Battle Armor,,,12,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,12,14,CAR4 LTAG XMEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,8,2,2/5/7,BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,8x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Oni Battle Armor,Oni Battle Armor [PPC],,Oni Battle Armor,[PPC],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,12,14,AM CAR4 FR LECM MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,Support PPC,4,2,2/5/7,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Phalanx Battle Armor,Phalanx Battle Armor (D),,Phalanx Battle Armor,(D),,12,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,12,14,CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Medium VSP Laser,4,7,2/5/9,,,,,,,,,,,,,,,,,,,,,,,,,4x7,,,,,,,,,,,,,,,,,,
BattleArmor,Ravager Assault Battle Armor,Ravager Assault Battle Armor,,Ravager Assault Battle Armor,,,12,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,12,14,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Heavy),4,3,3/5/7,Rocket Launcher 1,4,1,3/7/12,,,,,,,,,,,,,,,,,,,,,4x3,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Shen Long Battle Armor,Shen Long Battle Armor [MG],,Shen Long Battle Armor,[MG],,12,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,12,14,CAR4 MAS,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),16,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,16x2,,,,,,,,,,,,,,,,,,
BattleArmor,Shen Long Battle Armor,Shen Long Battle Armor [Pop-Up Mine],,Shen Long Battle Armor,[Pop-Up Mine],,12,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,12,14,CAR4 MAS MDS2,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Grenade Launcher (Heavy),8,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,8x1,,,,,,,,,,,,,,,,,,
BattleArmor,Sylph Battle Armor,Sylph Battle Armor (Enhanced),,Sylph Battle Armor,(Enhanced),,10,,BattleArmor,,,,,,,,5F,1,A,2,SS,+2,5,4,12,14,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Micro Laser,5,2,1/2/4,,,,,,,,,,,,,,,,,,,,,,,,,5x2,,,,,,,,,,,,,,,,,,
BattleArmor,Trinity Medium Battle Armor,Trinity Medium Battle Armor (Asterion Upgrade)[PPC],,Trinity Medium Battle Armor,(Asterion Upgrade)[PPC],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,12,14,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,Support PPC,4,2,2/5/7,,,,,,,,,,,,,,,,,,,,,4x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Void Medium Battle Armor,Void Medium Battle Armor (DCA),,Void Medium Battle Armor,(DCA),,12,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,6,5,12,14,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Wraith Battle Armor,Wraith Battle Armor (Anti-Infantry),,Wraith Battle Armor,(Anti-Infantry),,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,12,14,AM CAR4 MEC RCA RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Needler (Firedrake),10,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,10x1,,,,,,,,,,,,,,,,,,
BattleArmor,Xiphos Assault Battle Armor,Xiphos Assault Battle Armor A,,Xiphos Assault Battle Armor,A,,12,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,12,14,CAR4 RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Light),4,2,2/4/6,Gauss Rifle [Magshot],4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Achileus Light Battle Armor,Achileus Light Battle Armor (WoB),,Achileus Light Battle Armor,(WoB),,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,13,16,AM CAR4 LECM MEC RCN STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2, STL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Clan Medium Battle Armor,Clan Medium Battle Armor (Naval) 'Bar',,Clan Medium Battle Armor,(Naval) 'Bar',,11,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,5,4,13,16,AM CAR4 MEC SRCH,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Micro Pulse Laser,5,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,5x3,,,,,,,,,,,,,,,,,,
BattleArmor,Djinn Battle Armor,Djinn Battle Armor (Stealth),,Djinn Battle Armor,(Stealth),,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,13,16,AM CAR4 LMAS MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Fa Shih Battle Armor,Fa Shih Battle Armor (Support) [King David],,Fa Shih Battle Armor,(Support) [King David],,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,13,16,AM CAR4 XMEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [King David],4,1,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Standard Suit,Gray Death Standard Suit [LRR],,Gray Death Standard Suit,[LRR],,13,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,13,16,AM CAR4 MEC RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Standard Suit,Gray Death Standard Suit [SRM],,Gray Death Standard Suit,[SRM],,13,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,13,16,AM CAR4 MEC RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 1,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Grenadier Battle Armor,Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot],,Grenadier Battle Armor,(Hunter-Killer) [SVSP/Magshot],,13,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,13,16,CAR4 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Small VSP Laser,4,4,2/4/6,Needler (Firedrake),4,1,1/2/3,Gauss Rifle [Magshot],4,2,3/6/9,,,,,,,,,,,,,,,,,4x4,4x1,4x2,,,,,,,,,,,,,,,,
