UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7
Vehicle,Demolisher Heavy Tank (Defensive),Demolisher Heavy Tank (Defensive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
Vehicle,Demolisher Heavy Tank (Gauss),Demolisher Heavy Tank (Gauss),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Gauss Rifle,2,15,7/15/22,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,2x15,2x5,,,,,
Vehicle,Demolisher Heavy Tank (MRM),Demolisher Heavy Tank (MRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,MRM 30,9,5,3/8/15,,,,,,,,,,,,,,,,,,,,,,,,,9x5,,,,,,
Vehicle,Demolisher Heavy Tank (Reinforced),Demolisher Heavy Tank (Reinforced),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Demolisher II Heavy Tank,Demolisher II Heavy Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LB 20-X AC (Slug),1,20,4/8/12,-- OR --,,,,LB 20-X AC (Pellet),12,1,4/8/12,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,1x20,,12x1,2x2,,,
Vehicle,Demolisher II Heavy Tank (MML),Demolisher II Heavy Tank (MML),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Demolisher II Heavy Tank (Thunderbolt),Demolisher II Heavy Tank (Thunderbolt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Streak SRM 6,6,2,3/6/9,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,6x2,2x5,,,,,
Vehicle,Demolisher II Heavy Tank II -X,Demolisher II Heavy Tank II -X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Improved Heavy Gauss Rifle,1,22,6/12/19,,,,,,,,,,,,,,,,,,,,,,,,,1x22,,,,,,
Vehicle,Demon Medium Tank,Demon Medium Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Light Machine Gun,2,1,2/4/6,Flamer,2,2,1/2/3,Medium Pulse Laser,2,6,2/4/6,,,,,,,,,,,,,,,,,2x1,2x2,2x6,,,,
Vehicle,Demon Medium Tank (Armor),Demon Medium Tank (Armor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,4,2,1/2/3,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,4x2,2x5,,,,,
Vehicle,Demon Medium Tank (Rifle),Demon Medium Tank (Rifle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium Rifle,1,6,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x6,,,,,,
Vehicle,Demon Tank,Demon Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SRM 6,4,2,3/6/9,Medium Laser,2,5,3/6/9,Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,4x2,2x5,1x15,,,,
Vehicle,Demon Tank (HGR),Demon Tank (HGR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Streak SRM 6,6,2,3/6/9,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,6x2,2x5,,,,,
Vehicle,Demon Tank (Horned Demon),Demon Tank (Horned Demon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Medium Laser,4,5,3/6/9,Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,,,,,4x5,1x15,,,,,
Vehicle,Demon Tank (PPC),Demon Tank (PPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PPC,2,10,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x10,,,,,,
Vehicle,Demon Tank (Royal),Demon Tank (Royal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Streak SRM 2,6,2,3/6/9,Medium Pulse Laser,2,6,2/4/6,Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,6x2,2x6,1x15,,,,
Vehicle,Demon Tank CX-2,Demon Tank CX-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Improved Heavy Gauss Rifle,1,22,6/12/19,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,1x22,2x5,,,,,
Vehicle,Desert Scorpion Light Tank,Desert Scorpion Light Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,2,2,1/2/3,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,2x2,1x8,,,,,
Vehicle,Destrier Siege Vehicle,Destrier Siege Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,2,Light Machine Gun,2,1,2/4/6,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,2x1,2x5,,,,,
Vehicle,Devastator Heavy Tank,Devastator Heavy Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Flamer,1,2,1/2/3,SRM 6,4,2,3/6/9,Small Laser,3,3,1/2/3,,,,,,,,,,,,,,,,,1x2,4x2,3x3,,,,
Vehicle,Devastator II Superheavy Tank ,Devastator II Superheavy Tank ,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,4,Improved Heavy Gauss Rifle,2,22,6/12/19,Vehicle Flamer,1,2,1/2/3,Small Laser,1,3,1/2/3,SRM 4,2,2,3/6/9,,,,,,,,,,,,,2x22,1x2,1x3,2x2,,,
Vehicle,Diggs Drone Control Tank,Diggs Drone Control Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,2,ER Medium Laser,1,5,4/8/12,Light Machine Gun,2,1,2/4/6,,,,,,,,,,,,,,,,,,,,,1x5,2x1,,,,,
Vehicle,Dillinger Police Vehicle,Dillinger Police Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
Vehicle,Donar Assault Helicopter,Donar Assault Helicopter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan ER Large Laser,1,10,8/15/25,Clan Streak SRM 2,4,2,4/8/12,,,,,,,,,,,,,,,,,,,,,1x10,4x2,,,,,
Vehicle,Donar Assault Helicopter (Close Support),Donar Assault Helicopter (Close Support),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan Streak SRM 2 (IOS),4,2,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
Vehicle,Donar Assault Helicopter (Recon),Donar Assault Helicopter (Recon),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,1,Clan ER Large Laser,1,10,8/15/25,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
Vehicle,Dreadnought Mk II Land Trailer Configuration #1,Dreadnought Mk II Land Trailer Configuration #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Dreadnought Mk II Land Trailer Configuration #2,Dreadnought Mk II Land Trailer Configuration #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Extended LRM 10,1,5,12/22/38,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,
Vehicle,Dreadnought Mk II Land Trailer Configuration #3,Dreadnought Mk II Land Trailer Configuration #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Extended LRM 5,1,5,12/22/38,Streak SRM 6,6,2,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,1x5,6x2,1x2,,,,
Vehicle,Dreadnought Mk II Land Trailer Configuration #4,Dreadnought Mk II Land Trailer Configuration #4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Dreadnought Mk II Land Train,Dreadnought Mk II Land Train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Extended LRM 5,2,5,12/22/38,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Drillson Heavy Hover Tank,Drillson Heavy Hover Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LRM 10,1,5,7/14/21,Machine Gun,2,2,1/2/3,SRM 2,2,2,3/6/9,Large Laser,1,8,5/10/15,,,,,,,,,,,,,1x5,2x2,2x2,1x8,,,
Vehicle,Drillson Heavy Hover Tank  C,Drillson Heavy Hover Tank  C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan LRM 10,2,5,7/14/21,Clan ER Small Laser,4,5,2/4/6,,,,,,,,,,,,,,,,,,,,,2x5,4x5,,,,,
Vehicle,Drillson Heavy Hover Tank  C 2,Drillson Heavy Hover Tank  C 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan Large Pulse Laser,1,10,6/14/20,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
Vehicle,Drillson Heavy Hover Tank (ERLL),Drillson Heavy Hover Tank (ERLL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LRM 10,1,5,7/14/21,Machine Gun,1,2,1/2/3,ER Large Laser,1,8,7/14/19,SRM 2,1,2,3/6/9,,,,,,,,,,,,,1x5,1x2,1x8,1x2,,,
Vehicle,Drillson Heavy Hover Tank (MML),Drillson Heavy Hover Tank (MML),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Machine Gun,2,2,1/2/3,Large Pulse Laser,1,9,3/7/10,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,2x2,1x9,4x2,,,,
Vehicle,Drillson Heavy Hover Tank (SRM),Drillson Heavy Hover Tank (SRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SRM 2,6,2,3/6/9,Machine Gun,2,2,1/2/3,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,6x2,2x2,1x8,,,,
Vehicle,Drillson Heavy Hover Tank (Sealed),Drillson Heavy Hover Tank (Sealed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Light PPC,2,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Drillson Heavy Hover Tank (Streak),Drillson Heavy Hover Tank (Streak),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Streak SRM 2,8,2,3/6/9,Large Pulse Laser,1,9,3/7/10,,,,,,,,,,,,,,,,,,,,,8x2,1x9,,,,,
Vehicle,Dromedary Water Transport,Dromedary Water Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Dune Buggy,Dune Buggy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun (Support),1,1,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,1x1,,,,,,
Vehicle,Eldingar Hover Sled,Eldingar Hover Sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Clan Streak SRM 2,6,2,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,6x2,,,,,,
Vehicle,Eldingar Hover Sled (HumHov),Eldingar Hover Sled (HumHov),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,3,Clan Medium Pulse Laser,2,7,4/8/12,Clan LB 2-X AC (Slug),1,2,10/20/30,-- OR --,,,,Clan LB 2-X AC (Pellet),1,1,10/20/30,,,,,,,,,,,,,2x7,1x2,,1x1,,,
Vehicle,Eldingar Hover Sled (Streak),Eldingar Hover Sled (Streak),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,1,Clan Streak LRM 15,6,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,6x5,,,,,,
Vehicle,Engineering Vehicle (Flamer),Engineering Vehicle (Flamer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Vehicle Flamer,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,
Vehicle,Enyo Strike Tank,Enyo Strike Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan Streak SRM 6,18,2,4/8/12,Clan Large Pulse Laser,1,10,6/14/20,,,,,,,,,,,,,,,,,,,,,18x2,1x10,,,,,
Vehicle,Enyo Strike Tank ER Pulse,Enyo Strike Tank ER Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan SRM 6,8,2,3/6/9,Clan ER Medium Pulse Laser,2,7,5/9/14,,,,,,,,,,,,,,,,,,,,,8x2,2x7,,,,,
Vehicle,Enyo Strike Tank Sholef,Enyo Strike Tank Sholef,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,Clan SRM 6,12,2,3/6/9,Clan LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,Clan LB 10-X AC (Pellet),6,1,6/12/18,,,,,,,,,,,,,12x2,1x10,,6x1,,,
Vehicle,Enyo Strike Tank XR,Enyo Strike Tank XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Large Pulse Laser,1,10,7/15/23,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
Vehicle,Epona Pursuit Tank A,Epona Pursuit Tank A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan ER Medium Laser,2,7,5/10/15,Clan LRM 20,4,5,7/14/21,,,,,,,,,,,,,,,,,,,,,2x7,4x5,,,,,
Vehicle,Epona Pursuit Tank B,Epona Pursuit Tank B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan Streak SRM 4,8,2,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,
Vehicle,Epona Pursuit Tank C,Epona Pursuit Tank C,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,Clan ER PPC,1,15,7/14/23,Clan Streak SRM 6,6,2,4/8/12,,,,,,,,,,,,,,,,,,,,,1x15,6x2,,,,,
Vehicle,Epona Pursuit Tank D,Epona Pursuit Tank D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Medium Laser,2,7,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Epona Pursuit Tank E,Epona Pursuit Tank E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Epona Pursuit Tank Prime,Epona Pursuit Tank Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan Medium Pulse Laser,4,7,4/8/12,Clan Streak SRM 4,4,2,4/8/12,,,,,,,,,,,,,,,,,,,,,4x7,4x2,,,,,
Vehicle,Estevez AA,Estevez AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Estevez MBT,Estevez MBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Heavy Rifle,1,9,6/12/18,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x9,2x2,,,,,
Vehicle,Eurus MBT A,Eurus MBT A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Small Laser,5,5,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,5x5,,,,,,
Vehicle,Eurus MBT B,Eurus MBT B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Medium Laser,2,7,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Eurus MBT C,Eurus MBT C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Eurus MBT D,Eurus MBT D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan ER PPC,1,15,7/14/23,Clan Streak SRM 6,18,2,4/8/12,,,,,,,,,,,,,,,,,,,,,1x15,18x2,,,,,
Vehicle,Eurus MBT Prime,Eurus MBT Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,2,Clan Large Pulse Laser,1,10,6/14/20,Clan Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,,,,,1x10,1x15,,,,,
Vehicle,Falcon Hover Tank,Falcon Hover Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 6,8,2,3/6/9,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,8x2,1x5,,,,,
Vehicle,Fensalir Combat WiGE,Fensalir Combat WiGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Fensalir Combat WiGE (3132 Upgrade),Fensalir Combat WiGE (3132 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Fensalir Combat WiGE (3137 Upgrade),Fensalir Combat WiGE (3137 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,Light PPC,2,5,6/12/18,,,,,,,,,,,,,1x10,,6x1,2x5,,,
Vehicle,Fensalir Combat WiGE (HAG),Fensalir Combat WiGE (HAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Medium Laser,2,7,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Fensalir Combat WiGE (Infantry),Fensalir Combat WiGE (Infantry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Gauss Rifle,1,15,7/15/22,ER Medium Laser,2,5,4/8/12,Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,1x15,2x5,3x2,,,,
Vehicle,Fensalir Combat WiGE (Stealth),Fensalir Combat WiGE (Stealth),,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,X,,,,,,,,,,2,Improved Heavy Gauss Rifle,1,22,6/12/19,LRM 10,2,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x22,2x5,,,,,
Vehicle,Fensalir Combat WiGE (XXL),Fensalir Combat WiGE (XXL),,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,4,Improved Heavy Gauss Rifle,1,22,6/12/19,SRM 6,4,2,3/6/9,Machine Gun,4,2,1/2/3,Small Pulse Laser,1,3,1/2/3,,,,,,,,,,,,,1x22,4x2,4x2,1x3,,,
Vehicle,Ferret Light Scout VTOL,Ferret Light Scout VTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Ferret Light Scout VTOL (Armor) Wild Weasel,Ferret Light Scout VTOL (Armor) Wild Weasel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Flatbed Truck (SRM),Flatbed Truck (SRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 2,1,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Fortune Wheeled Assault Vehicle,Fortune Wheeled Assault Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LB 20-X AC (Slug),2,20,4/8/12,-- OR --,,,,LB 20-X AC (Pellet),24,1,4/8/12,,,,,,,,,,,,,,,,,2x20,,24x1,,,,
Vehicle,Fortune Wheeled Assault Vehicle (C3M),Fortune Wheeled Assault Vehicle (C3M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LB 20-X AC (Slug),1,20,4/8/12,-- OR --,,,,LB 20-X AC (Pellet),12,1,4/8/12,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,,,,,1x20,,12x1,1x10,,6x1,
Vehicle,Fortune Wheeled Assault Vehicle [Thunderbolt],Fortune Wheeled Assault Vehicle [Thunderbolt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Flamer,1,2,1/2/3,Streak SRM 6,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x2,6x2,,,,,
Vehicle,Fox Armored Car,Fox Armored Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ER Medium Laser,1,5,4/8/12,Small Pulse Laser,2,3,1/2/3,,,,,,,,,,,,,,,,,,,,,1x5,2x3,,,,,
Vehicle,Fox Armored Car (Flamer),Fox Armored Car (Flamer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ER Medium Laser,1,5,4/8/12,Small Pulse Laser,1,3,1/2/3,Flamer,1,2,1/2/3,,,,,,,,,,,,,,,,,1x5,1x3,1x2,,,,
Vehicle,Fox Armored Car (Interdictor),Fox Armored Car (Interdictor),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,ER Medium Laser,1,5,4/8/12,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x5,2x2,,,,,
Vehicle,Fox Armored Car (VSP),Fox Armored Car (VSP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Fulcrum Heavy Hover Tank Hybrid,Fulcrum Heavy Hover Tank Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,1,Clan Medium Pulse Laser,2,7,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Fulcrum Heavy Hovertank,Fulcrum Heavy Hovertank,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,Large Laser,1,8,5/10/15,Medium Laser,1,5,3/6/9,LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,1x8,1x5,1x5,,,,
Vehicle,Fulcrum Heavy Hovertank II,Fulcrum Heavy Hovertank II,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,LRM 10,1,5,7/14/21,Medium Laser,3,5,3/6/9,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,1x5,3x5,4x2,,,,
Vehicle,Fulcrum Heavy Hovertank X,Fulcrum Heavy Hovertank X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,1,Clan Medium Pulse Laser,2,7,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Fulcrum III Heavy Hovertank,Fulcrum III Heavy Hovertank,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Fulmar Patrol Craft,Fulmar Patrol Craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Light Machine Gun,2,1,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,2x1,,,,,,
Vehicle,Fulmar Patrol Craft (Original),Fulmar Patrol Craft (Original),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Fury CX-17,Fury CX-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,2,LB 5-X AC (Slug),2,5,7/14/21,-- OR --,,,,LB 5-X AC (Pellet),6,1,7/14/21,,,,,,,,,,,,,,,,,2x5,,6x1,,,,
Vehicle,Fury Command Tank,Fury Command Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,,,,,,,,,1x15,,,,,,
Vehicle,Fury Command Tank (C3M),Fury Command Tank (C3M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Plasma Rifle,1,10,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
